concepto,narrativa
128741006,128741006 pertenece a la terminología snomed 128741006 tiene sinónimo histiocitoma profundo (anomalía morfológica) 128741006 tiene sinónimo histiocitoma fibroso benigno profundo 128741006 es una subclase de 25889007 128741006 es una subclase de 115225009 128741006 tiene sinónimo histiocitoma juvenil 128741006 es de tipo Class 128741006 tiene término preferido histiocitoma profundo (anomalía morfológica) 128741006 tiene sinónimo histiocitoma profundo 128741006 tiene código 128741006 128741006 es de tipo Estructura_corporal 128741006 es una subclase de 302843004
110662000,110662000 es una subclase de 71400007 110662000 es de tipo Class 110662000 es una subclase de 58966000 110662000 tiene sinónimo célula mesotelial interna de la aracnoides (estructura corporal) 110662000 tiene código 110662000 110662000 tiene sinónimo célula mesotelial interna de la aracnoides (célula) 110662000 tiene término preferido célula mesotelial interna de la aracnoides (célula) 110662000 tiene término preferido célula mesotelial interna de la aracnoides (estructura corporal) 110662000 pertenece a la terminología snomed 110662000 tiene sinónimo célula mesotelial interna de la aracnoides 110662000 es de tipo Estructura_corporal 110662000 es una subclase de 75042008
361284004,361284004 es de tipo Estructura_corporal 361284004 tiene código 361284004 361284004 es una subclase de 281138005 361284004 pertenece a la terminología snomed 361284004 es de tipo Class 361284004 tiene término preferido vasos cerebrales [como un todo] (estructura corporal)
205006,205006 tiene sinónimo comisura izquierda de la válvula aórtica 205006 es de tipo Estructura_corporal 205006 tiene término preferido comisura izquierda de la válvula aórtica [como un todo] (estructura corporal) 205006 es una subclase de 191735000 205006 pertenece a la terminología snomed 205006 es una subclase de 191546000 205006 tiene sinónimo comisura izquierda de la válvula aórtica [como un todo] (estructura corporal) 205006 tiene sinónimo comisura izquierda de la válvula aórtica [como un todo] 205006 es de tipo Class 205006 tiene código 205006
399477001,399477001 es de tipo Estructura_corporal 399477001 tiene sinónimo mesotelioma sarcomatoide (anomalía morfológica) 399477001 tiene término preferido mesotelioma sarcomatoide (anomalía morfológica) 399477001 tiene sinónimo mesotelioma fusocelular 399477001 tiene código 399477001 399477001 es de tipo Class 399477001 tiene sinónimo mesotelioma sarcomatoide 399477001 es una subclase de 54443001 399477001 pertenece a la terminología snomed
9661000,9661000 es una subclase de 72704001 9661000 es de tipo Estructura_corporal 9661000 tiene sinónimo fractura consolidada (anomalía morfológica) 9661000 tiene código 9661000 9661000 es una subclase de 18867006 9661000 tiene término preferido fractura consolidada (anomalía morfológica) 9661000 pertenece a la terminología snomed 9661000 es de tipo Class 9661000 tiene sinónimo fractura consolidada
125410007,125410007 tiene sinónimo depósitos densos de electrones intranucleares 125410007 es de tipo Class 125410007 es una subclase de 46595003 125410007 tiene sinónimo depósitos densos de electrones intranucleares (anomalía morfológica) 125410007 es de tipo Estructura_corporal 125410007 pertenece a la terminología snomed 125410007 tiene sinónimo material denso de electrones intranucleares 125410007 tiene término preferido depósitos densos de electrones intranucleares (anomalía morfológica) 125410007 es una subclase de 116023004 125410007 tiene código 125410007
1260443001,1260443001 tiene sinónimo mucosa yugal derecha 1260443001 tiene sinónimo estructura de mucosa yugal derecha (estructura corporal) 1260443001 es de tipo Estructura_corporal 1260443001 pertenece a la terminología snomed 1260443001 tiene término preferido estructura de mucosa yugal derecha (estructura corporal) 1260443001 es una subclase de 16811007 1260443001 es de tipo Class 1260443001 es una subclase de 770922007 1260443001 tiene código 1260443001 1260443001 tiene sinónimo estructura de mucosa yugal derecha
311413000,311413000 es de tipo Class 311413000 tiene término preferido estoma de ileostomía en asa (anomalía morfológica) 311413000 tiene sinónimo estoma de ileostomía en asa (anomalía morfológica) 311413000 tiene sinónimo estoma de ileostomía en asa 311413000 pertenece a la terminología snomed 311413000 tiene término preferido estoma de ileostomía en asa (estructura corporal) 311413000 es de tipo Estructura_corporal 311413000 tiene sinónimo estoma de ileostomía en asa (estructura corporal) 311413000 tiene código 311413000 311413000 es una subclase de 264364002
732194001,732194001 pertenece a la terminología snomed 732194001 es de tipo Class 732194001 es una subclase de 700020007 732194001 tiene sinónimo músculo y tendón peroneo lateral largo [como un todo] 732194001 tiene código 732194001 732194001 tiene sinónimo músculo y tendón peroneo lateral largo [como un todo] (estructura corporal) 732194001 es de tipo Estructura_corporal 732194001 tiene término preferido músculo y tendón peroneo lateral largo [como un todo] (estructura corporal)
361805009,361805009 tiene término preferido falange distal del cuarto dedo del pie [como un todo] (estructura corporal) 361805009 pertenece a la terminología snomed 361805009 tiene sinónimo falange distal del cuarto dedo del pie [como un todo] 361805009 es de tipo Estructura_corporal 361805009 es una subclase de 244674003 361805009 tiene código 361805009 361805009 tiene sinónimo falange distal del cuarto dedo del pie 361805009 tiene sinónimo falange distal del cuarto dedo del pie [como un todo] (estructura corporal) 361805009 es una subclase de 54333003 361805009 es de tipo Class
77424005,77424005 es una subclase de 12881000 77424005 es de tipo Class 77424005 tiene sinónimo estructura de la tuberosidad del radio (estructura corporal) 77424005 tiene sinónimo tuberosidad del radio 77424005 es una subclase de 21277009 77424005 es de tipo Estructura_corporal 77424005 tiene sinónimo tuberosidad radial 77424005 tiene sinónimo estructura de la tuberosidad del radio 77424005 pertenece a la terminología snomed 77424005 tiene término preferido estructura de la tuberosidad del radio (estructura corporal) 77424005 tiene código 77424005
369057006,369057006 pertenece a la terminología snomed 369057006 es de tipo Class 369057006 es una subclase de 39382005 369057006 tiene sinónimo haz olivoespinal de la médula espinal [como un todo] 369057006 tiene sinónimo haz olivoespinal de la médula espinal [como un todo] (estructura corporal) 369057006 es de tipo Estructura_corporal 369057006 tiene sinónimo haz olivoespinal de la médula espinal 369057006 tiene término preferido haz olivoespinal de la médula espinal [como un todo] (estructura corporal) 369057006 tiene código 369057006
317373001,317373001 pertenece a la terminología snomed 317373001 es una subclase de 40265002 317373001 tiene sinónimo arco vertebral [como un todo] (estructura corporal) 317373001 es de tipo Class 317373001 tiene código 317373001 317373001 tiene término preferido arco vertebral [como un todo] (estructura corporal) 317373001 tiene sinónimo arco vertebral [como un todo] 317373001 tiene sinónimo arco vertebral 317373001 es de tipo Estructura_corporal
277958008,277958008 pertenece a la terminología snomed 277958008 es de tipo Class 277958008 tiene código 277958008 277958008 tiene sinónimo segmento hepático IV de Couinaud (estructura corporal) 277958008 tiene sinónimo estructura de segmento hepático IV de Couinaud 277958008 tiene sinónimo segmento hepático IV de Couinaud 277958008 es de tipo Estructura_corporal 277958008 tiene término preferido segmento hepático IV de Couinaud (estructura corporal) 277958008 es una subclase de 279930008 277958008 tiene sinónimo estructura de segmento hepático IV de Couinaud (estructura corporal) 277958008 tiene término preferido estructura de segmento hepático IV de Couinaud (estructura corporal)
83754008,83754008 tiene sinónimo estructura de nervio pectoral lateral (estructura corporal) 83754008 tiene término preferido estructura del nervio pectoral lateral (estructura corporal) 83754008 tiene término preferido estructura de nervio pectoral lateral (estructura corporal) 83754008 es una subclase de 127956006 83754008 es de tipo Estructura_corporal 83754008 es una subclase de 422697005 83754008 tiene sinónimo nervio pectoral lateral 83754008 tiene sinónimo estructura del nervio pectoral lateral 83754008 es una subclase de 263002 83754008 tiene código 83754008 83754008 tiene sinónimo estructura de nervio pectoral lateral 83754008 pertenece a la terminología snomed 83754008 es una subclase de 278883007 83754008 tiene sinónimo estructura del nervio pectoral lateral (estructura corporal) 83754008 es de tipo Class
362764004,362764004 tiene código 362764004 362764004 tiene término preferido cara dorsal del dedo medio [como un todo] (estructura corporal) 362764004 tiene sinónimo cara dorsal del dedo medio 362764004 tiene sinónimo cara dorsal del dedo medio [como un todo] 362764004 tiene sinónimo superficie dorsal de dedo medio de la mano [como un todo] (estructura corporal) 362764004 tiene sinónimo superficie dorsal de dedo medio de la mano [como un todo] 362764004 tiene término preferido superficie dorsal de dedo medio de la mano [como un todo] (estructura corporal) 362764004 es de tipo Estructura_corporal 362764004 es una subclase de 77517006 362764004 pertenece a la terminología snomed 362764004 es de tipo Class 362764004 tiene sinónimo cara dorsal del dedo medio [como un todo] (estructura corporal)
724302005,724302005 tiene sinónimo blasto CD127+ 724302005 pertenece a la terminología snomed 724302005 tiene sinónimo blasto positivo para antígeno CD127 (célula) 724302005 es de tipo Estructura_corporal 724302005 tiene término preferido blasto positivo para antígeno CD127 (célula) 724302005 tiene código 724302005 724302005 tiene sinónimo blasto positivo para antígeno CD127 724302005 es una subclase de 312256009 724302005 es de tipo Class
125358004,125358004 tiene término preferido fibroelastosis difusa (anomalía morfológica) 125358004 es de tipo Estructura_corporal 125358004 es una subclase de 72166006 125358004 tiene sinónimo fibroelastosis difusa (anomalía morfológica) 125358004 pertenece a la terminología snomed 125358004 es de tipo Class 125358004 tiene código 125358004 125358004 tiene sinónimo fibroelastosis difusa
20146009,20146009 pertenece a la terminología snomed 20146009 es de tipo Estructura_corporal 20146009 tiene sinónimo vena obturatriz 20146009 tiene sinónimo venas obturatrices 20146009 tiene sinónimo venae obturatoriae 20146009 tiene sinónimo vena obturatriz [como un todo] 20146009 es una subclase de 281481002 20146009 es de tipo Class 20146009 es una subclase de 295569009 20146009 tiene sinónimo vena obturadora 20146009 tiene código 20146009 20146009 es una subclase de 244412003 20146009 tiene sinónimo vena obturatriz [como un todo] (estructura corporal) 20146009 tiene término preferido vena obturatriz [como un todo] (estructura corporal)
729416002,729416002 pertenece a la terminología snomed 729416002 es de tipo Class 729416002 es una subclase de 280522003 729416002 tiene sinónimo plexo frénico [como un todo] (estructura corporal) 729416002 tiene sinónimo plexo frénico [como un todo] 729416002 tiene término preferido plexo frénico [como un todo] (estructura corporal) 729416002 tiene código 729416002 729416002 es de tipo Estructura_corporal
62710000,62710000 tiene código 62710000 62710000 tiene sinónimo estructura del tabique medio de la lengua (estructura corporal) 62710000 es de tipo Class 62710000 pertenece a la terminología snomed 62710000 tiene término preferido estructura del tabique medio de la lengua (estructura corporal) 62710000 es una subclase de 119207006 62710000 tiene sinónimo estructura del tabique medio de la lengua 62710000 tiene sinónimo tabique medio de la lengua 62710000 es de tipo Estructura_corporal 62710000 tiene sinónimo septum linguae
43511004,43511004 pertenece a la terminología snomed 43511004 es de tipo Class 43511004 tiene código 43511004 43511004 es de tipo Estructura_corporal 43511004 tiene sinónimo estructura de la comisuras grises de la médula espinal (estructura corporal) 43511004 es una subclase de 12958003 43511004 tiene sinónimo estructura de la comisuras grises de la médula espinal 43511004 tiene sinónimo comisuras grises de la médula espinal 43511004 tiene término preferido estructura de la comisuras grises de la médula espinal (estructura corporal)
40749002,40749002 pertenece a la terminología snomed 40749002 es una subclase de 2739003 40749002 tiene sinónimo estroma endometrial 40749002 es de tipo Estructura_corporal 40749002 tiene sinónimo estructura del estroma endometrial 40749002 es una subclase de 21793004 40749002 tiene sinónimo estructura del estroma endometrial (estructura corporal) 40749002 es una subclase de 20159001 40749002 tiene código 40749002 40749002 tiene término preferido estructura del estroma endometrial (estructura corporal) 40749002 es de tipo Class
272751002,272751002 es de tipo Estructura_corporal 272751002 pertenece a la terminología snomed 272751002 es una subclase de 272744006 272751002 tiene código 272751002 272751002 tiene sinónimo LU6 (estructura corporal) 272751002 tiene término preferido LU6 (estructura corporal) 272751002 es de tipo Class
21610008,21610008 es de tipo Class 21610008 tiene código 21610008 21610008 es de tipo Estructura_corporal 21610008 pertenece a la terminología snomed 21610008 es una subclase de 113198008 21610008 tiene término preferido tubérculo de la decimotercera costilla (estructura corporal)
279757004,279757004 es una subclase de 279726004 279757004 tiene término preferido conducto semicircular (como un todo) (estructura corporal) 279757004 tiene sinónimo canal semicircular [como un todo] (estructura corporal) 279757004 tiene sinónimo conducto semicircular (como un todo) (estructura corporal) 279757004 es de tipo Estructura_corporal 279757004 pertenece a la terminología snomed 279757004 tiene código 279757004 279757004 tiene sinónimo canal semicircular [como un todo] 279757004 tiene sinónimo canal semicircular 279757004 es de tipo Class 279757004 tiene sinónimo conducto semicircular (como un todo) 279757004 tiene término preferido canal semicircular [como un todo] (estructura corporal) 279757004 es una subclase de 314777005
5560003,5560003 es una subclase de 102300001 5560003 tiene sinónimo estructura de membrana mucosa de cresta alveolar 5560003 pertenece a la terminología snomed 5560003 tiene sinónimo membrana mucosa de cresta alveolar 5560003 es de tipo Class 5560003 tiene término preferido estructura de membrana mucosa de cresta alveolar (estructura corporal) 5560003 tiene sinónimo mucosa del borde alveolar 5560003 tiene sinónimo mucosa del reborde alveolar 5560003 tiene sinónimo membrana mucosa de la apófisis alveolar 5560003 tiene sinónimo estructura de la mucosa del reborde alveolar 5560003 es de tipo Estructura_corporal 5560003 tiene sinónimo mucosa de la apófisis alveolar 5560003 tiene sinónimo estructura de la mucosa del reborde alveolar (estructura corporal) 5560003 tiene sinónimo membrana mucosa del reborde alveolar 5560003 es una subclase de 113277000 5560003 tiene término preferido estructura de la mucosa del reborde alveolar (estructura corporal) 5560003 es una subclase de 113279002 5560003 tiene código 5560003 5560003 tiene sinónimo estructura de membrana mucosa de cresta alveolar (estructura corporal) 5560003 tiene sinónimo mucosa de cresta alveolar
86230008,86230008 es una subclase de 36169008 86230008 tiene código 86230008 86230008 es de tipo Class 86230008 tiene término preferido circunvolución larga de la ínsula (estructura corporal) 86230008 tiene término preferido estructura de la circunvolución larga de la ínsula (estructura corporal) 86230008 tiene sinónimo circunvolución larga de la ínsula 86230008 pertenece a la terminología snomed 86230008 tiene sinónimo estructura de la circunvolución larga de la ínsula 86230008 es una subclase de 279178009 86230008 es de tipo Estructura_corporal 86230008 es una subclase de 3964001 86230008 tiene sinónimo circunvolución larga de la ínsula (estructura corporal) 86230008 tiene sinónimo estructura de la circunvolución larga de la ínsula (estructura corporal)
64468002,64468002 tiene sinónimo estructura de la arteria bronquial 64468002 tiene código 64468002 64468002 tiene sinónimo estructura de arteria bronquial 64468002 es de tipo Estructura_corporal 64468002 tiene sinónimo arteria bronquial 64468002 tiene sinónimo estructura de arteria bronquial (estructura corporal) 64468002 pertenece a la terminología snomed 64468002 tiene término preferido estructura de arteria bronquial (estructura corporal) 64468002 es una subclase de 118633002 64468002 tiene sinónimo estructura de la arteria bronquial (estructura corporal) 64468002 es de tipo Class 64468002 tiene término preferido estructura de la arteria bronquial (estructura corporal)
33942001,33942001 tiene sinónimo rama para músculo estilofaríngeo de nervio glosofaríngeo (estructura corporal) 33942001 tiene sinónimo estructura de rama para músculo estilofaríngeo de nervio glosofaríngeo (estructura corporal) 33942001 tiene término preferido rama para músculo estilofaríngeo de nervio glosofaríngeo (estructura corporal) 33942001 tiene sinónimo rama para músculo estilofaríngeo de nervio glosofaríngeo 33942001 tiene término preferido rama muscular estilofaríngea del nervio glosofaríngeo (estructura corporal) 33942001 pertenece a la terminología snomed 33942001 es de tipo Class 33942001 tiene sinónimo rama muscular estilofaríngea del IX par craneal 33942001 es una subclase de 774007 33942001 tiene sinónimo rama muscular estilofaríngea del nervio glosofaríngeo 33942001 es una subclase de 119409007 33942001 tiene término preferido estructura de rama para músculo estilofaríngeo de nervio glosofaríngeo (estructura corporal) 33942001 tiene sinónimo estructura de rama para músculo estilofaríngeo de nervio glosofaríngeo 33942001 tiene código 33942001 33942001 tiene sinónimo rama muscular estilofaríngea del noveno par craneano 33942001 es de tipo Estructura_corporal 33942001 es una subclase de 280287005 33942001 tiene sinónimo rama muscular estilofaríngea del nervio glosofaríngeo (estructura corporal) 33942001 es una subclase de 272634000
1193601008,1193601008 tiene código 1193601008 1193601008 tiene término preferido estructura de órgano de los sentidos (estructura corporal) 1193601008 pertenece a la terminología snomed 1193601008 tiene sinónimo estructura de órgano sensitivo 1193601008 es de tipo Estructura_corporal 1193601008 es una subclase de 113343008 1193601008 tiene sinónimo estructura de órgano de los sentidos (estructura corporal) 1193601008 tiene sinónimo estructura de órgano de los sentidos 1193601008 es de tipo Class
181879009,181879009 es una subclase de 181866000 181879009 tiene código 181879009 181879009 es una subclase de 244544001 181879009 es una subclase de 81168003 181879009 es de tipo Class 181879009 tiene sinónimo estructura de articulación cigoapofisaria entre la duodécima vértebra dorsal y la primera vértebra lumbar (estructura corporal) 181879009 tiene término preferido estructura de articulación cigoapofisaria entre la duodécima vértebra dorsal y la primera vértebra lumbar (estructura corporal) 181879009 es una subclase de 181880007 181879009 tiene sinónimo articulación cigoapofisaria entre D12/L1 181879009 es una subclase de 76079001 181879009 es una subclase de 428001008 181879009 tiene sinónimo articulación cigoapofisaria entre la duodécima vértebra dorsal y la primera vértebra lumbar 181879009 tiene sinónimo articulación cigoapofisaria entre la duodécima vértebra dorsal y la primera vértebra lumbar (estructura corporal) 181879009 es de tipo Estructura_corporal 181879009 tiene término preferido articulación cigoapofisaria entre la duodécima vértebra dorsal y la primera vértebra lumbar (estructura corporal) 181879009 tiene sinónimo estructura de articulación cigoapofisaria entre la duodécima vértebra dorsal y la primera vértebra lumbar 181879009 es una subclase de 428132006 181879009 pertenece a la terminología snomed
245086007,245086007 es una subclase de 303896004 245086007 tiene sinónimo estructura de tendón del músculo transverso del cuello (estructura corporal) 245086007 es de tipo Class 245086007 tiene sinónimo estructura de tendón del músculo transverso del cuello 245086007 tiene sinónimo tendón del músculo transverso del cuello (estructura corporal) 245086007 tiene sinónimo tendón del músculo transverso del cuello 245086007 tiene término preferido tendón del músculo transverso del cuello (estructura corporal) 245086007 tiene término preferido estructura de tendón del músculo transverso del cuello (estructura corporal) 245086007 tiene código 245086007 245086007 es una subclase de 314475001 245086007 pertenece a la terminología snomed 245086007 es de tipo Estructura_corporal
369423009,369423009 es de tipo Class 369423009 tiene sinónimo rama cardíac inferior del nervio vago [como un todo] 369423009 tiene sinónimo rama cardíac inferior del nervio vago [como un todo] (estructura corporal) 369423009 tiene sinónimo ramas cardíacas inferiores del nervio vago [como un todo] (estructura corporal) 369423009 tiene término preferido rama cardíac inferior del nervio vago [como un todo] (estructura corporal) 369423009 tiene sinónimo ramas cardíacas inferiores del nervio vago 369423009 es una subclase de 280301005 369423009 tiene sinónimo ramas cardíacas inferiores del nervio neumogástrico 369423009 tiene término preferido ramas cardíacas inferiores del nervio vago [como un todo] (estructura corporal) 369423009 es una subclase de 20069005 369423009 tiene sinónimo rama cardíaca inferior del nervio vago [como un todo] (estructura corporal) 369423009 es de tipo Estructura_corporal 369423009 tiene sinónimo rama cardíaca inferior del nervio vago [como un todo] 369423009 pertenece a la terminología snomed 369423009 tiene código 369423009 369423009 tiene término preferido rama cardíaca inferior del nervio vago [como un todo] (estructura corporal) 369423009 tiene sinónimo rama cardíaca inferior del nervio vago 369423009 tiene sinónimo ramas cardíacas inferiores del nervio vago [como un todo]
279218008,279218008 tiene término preferido pedúnculo cerebeloso superior [como un todo] (estructura corporal) 279218008 es de tipo Estructura_corporal 279218008 es una subclase de 11089000 279218008 pertenece a la terminología snomed 279218008 tiene código 279218008 279218008 tiene sinónimo pedúnculo cerebeloso superior 279218008 tiene sinónimo pedúnculo cerebeloso superior [como un todo] 279218008 es de tipo Class 279218008 tiene sinónimo pedúnculo cerebeloso superior [como un todo] (estructura corporal)
272960002,272960002 tiene código 272960002 272960002 es de tipo Class 272960002 tiene término preferido KI15 (estructura corporal) 272960002 es de tipo Estructura_corporal 272960002 es una subclase de 272945000 272960002 pertenece a la terminología snomed 272960002 tiene sinónimo KI15 (estructura corporal)
1269312000,1269312000 tiene sinónimo rama de pubis izquierdo 1269312000 pertenece a la terminología snomed 1269312000 tiene sinónimo estructura de rama de pubis izquierdo (estructura corporal) 1269312000 es una subclase de 182026003 1269312000 tiene sinónimo estructura de rama de pubis izquierdo 1269312000 es de tipo Class 1269312000 tiene término preferido estructura de rama de pubis izquierdo (estructura corporal) 1269312000 tiene código 1269312000 1269312000 es una subclase de 734356009 1269312000 es de tipo Estructura_corporal
71098000,71098000 es de tipo Estructura_corporal 71098000 es una subclase de 85421007 71098000 pertenece a la terminología snomed 71098000 tiene término preferido estructura de la glándula paratiroides inferior derecha (estructura corporal) 71098000 tiene sinónimo estructura de la glándula paratiroides inferior derecha (estructura corporal) 71098000 es de tipo Class 71098000 tiene sinónimo glándula paratiroides inferior derecha 71098000 tiene sinónimo estructura de la glándula paratiroides inferior derecha 71098000 es una subclase de 170303002 71098000 es una subclase de 245542009 71098000 tiene código 71098000
95941007,95941007 tiene sinónimo partes blandas de la nalga 95941007 tiene sinónimo estructura de partes blandas de glúteo (estructura corporal) 95941007 tiene sinónimo partes blandas de glúteo 95941007 tiene término preferido estructura de partes blandas de la nalga (estructura corporal) 95941007 es una subclase de 67328008 95941007 tiene sinónimo partes blandas de la cola 95941007 es de tipo Class 95941007 tiene sinónimo estructura de partes blandas de la nalga (estructura corporal) 95941007 tiene término preferido estructura de las partes blandas de la cola (estructura corporal) 95941007 tiene sinónimo estructura de partes blandas de glúteo 95941007 tiene sinónimo estructura de las partes blandas de la cola 95941007 tiene código 95941007 95941007 es una subclase de 95940008 95941007 pertenece a la terminología snomed 95941007 tiene sinónimo estructura de las partes blandas de la cola (estructura corporal) 95941007 tiene término preferido estructura de partes blandas de glúteo (estructura corporal) 95941007 es una subclase de 46862004 95941007 es de tipo Estructura_corporal 95941007 tiene sinónimo estructura de partes blandas de la nalga
56407005,56407005 tiene sinónimo ambos cordones espermáticos 56407005 es de tipo Estructura_corporal 56407005 es una subclase de 53245003 56407005 tiene código 56407005 56407005 pertenece a la terminología snomed 56407005 tiene sinónimo ambos cordones espermáticos (estructura corporal) 56407005 es de tipo Class 56407005 es una subclase de 49957000 56407005 es una subclase de 69615002 56407005 es una subclase de 420864000 56407005 tiene término preferido ambos cordones espermáticos (estructura corporal) 56407005 es una subclase de 422525002
14093007,14093007 es una subclase de 128420001 14093007 es de tipo Class 14093007 tiene sinónimo descalcificación (anomalía morfológica) 14093007 es de tipo Estructura_corporal 14093007 tiene término preferido descalcificación (anomalía morfológica) 14093007 pertenece a la terminología snomed 14093007 tiene código 14093007
609517002,609517002 tiene término preferido neoplasia trofoblástica gestacional (anomalía morfológica) 609517002 pertenece a la terminología snomed 609517002 tiene código 609517002 609517002 es de tipo Class 609517002 tiene sinónimo neoplasia trofoblástica gestacional (anomalía morfológica) 609517002 es una subclase de 609518007 609517002 es de tipo Estructura_corporal 609517002 tiene sinónimo neoplasia trofoblástica gestacional
86391007,86391007 es de tipo Class 86391007 tiene sinónimo conducto de Wharton 86391007 tiene sinónimo estructura del conducto submandibular 86391007 es de tipo Estructura_corporal 86391007 pertenece a la terminología snomed 86391007 tiene sinónimo estructura del conducto submaxilar (estructura corporal) 86391007 es una subclase de 54019009 86391007 tiene sinónimo estructura del conducto submandibular (estructura corporal) 86391007 tiene sinónimo conducto submaxilar 86391007 tiene término preferido estructura del conducto submandibular (estructura corporal) 86391007 tiene código 86391007 86391007 tiene sinónimo estructura del conducto submaxilar 86391007 tiene término preferido estructura del conducto submaxilar (estructura corporal) 86391007 es una subclase de 86961006
263437006,263437006 tiene sinónimo cuello de la falange media del dedo índice 263437006 tiene sinónimo cuello de falange media de dedo índice 263437006 es de tipo Class 263437006 tiene término preferido cuello de falange media de dedo índice (estructura corporal) 263437006 es una subclase de 181999002 263437006 tiene sinónimo cuello de falange media de dedo índice (estructura corporal) 263437006 tiene término preferido cuello de la falange media del dedo índice (estructura corporal) 263437006 pertenece a la terminología snomed 263437006 tiene término preferido estructura de cuello de falange media de dedo índice (estructura corporal) 263437006 tiene sinónimo estructura de cuello de falange media de dedo índice (estructura corporal) 263437006 es de tipo Estructura_corporal 263437006 tiene código 263437006 263437006 tiene sinónimo cuello de la falange media del dedo índice (estructura corporal) 263437006 tiene sinónimo estructura de cuello de falange media de dedo índice
38124005,38124005 es de tipo Estructura_corporal 38124005 tiene término preferido conducto de la glándula de veneno (estructura corporal) 38124005 es una subclase de 362897009 38124005 es de tipo Class 38124005 tiene código 38124005 38124005 pertenece a la terminología snomed
245724002,245724002 tiene sinónimo cúspide distobucal [como un todo] 245724002 es de tipo Estructura_corporal 245724002 pertenece a la terminología snomed 245724002 tiene código 245724002 245724002 tiene sinónimo cúspide distobucal [como un todo] (estructura corporal) 245724002 tiene término preferido cúspide distobucal [como un todo] (estructura corporal) 245724002 es una subclase de 110581000 245724002 es de tipo Class 245724002 tiene sinónimo cúspide distobucal
362100003,362100003 tiene término preferido cara inferior de la lengua [como un todo] (estructura corporal) 362100003 es de tipo Estructura_corporal 362100003 pertenece a la terminología snomed 362100003 tiene sinónimo cara inferior de la lengua [como un todo] (estructura corporal) 362100003 tiene sinónimo cara inferior de la lengua [como un todo] 362100003 tiene código 362100003 362100003 es de tipo Class 362100003 es una subclase de 422005 362100003 tiene sinónimo cara inferior de la lengua
17469001,17469001 pertenece a la terminología snomed 17469001 es de tipo Estructura_corporal 17469001 tiene término preferido estructura del tejido celular subcutáneo de la cara dorsal del pie y dedos del pie (estructura corporal) 17469001 es una subclase de 46048007 17469001 es de tipo Class 17469001 tiene código 17469001
84667006,84667006 es una subclase de 122494005 84667006 tiene código 84667006 84667006 es una subclase de 297166009 84667006 es de tipo Estructura_corporal 84667006 es una subclase de 51282000 84667006 tiene sinónimo vértebras cervicales 84667006 es una subclase de 420345000 84667006 tiene término preferido estructura ósea de vértebra cervical (estructura corporal) 84667006 pertenece a la terminología snomed 84667006 tiene sinónimo estructura ósea de vértebra cervical 84667006 es una subclase de 312779009 84667006 tiene sinónimo estructura ósea de vértebra cervical (estructura corporal) 84667006 es de tipo Class
38387009,38387009 tiene sinónimo estructura de rama nasal externa de nervio etmoidal anterior 38387009 tiene sinónimo estructura de la rama nasal externa del nervio etmodial anterior (estructura corporal) 38387009 es una subclase de 280222002 38387009 pertenece a la terminología snomed 38387009 tiene sinónimo rama nasal externa de nervio etmoidal anterior 38387009 tiene código 38387009 38387009 tiene sinónimo estructura de rama nasal externa de nervio etmoidal anterior (estructura corporal) 38387009 es de tipo Class 38387009 tiene término preferido estructura de rama nasal externa de nervio etmoidal anterior (estructura corporal) 38387009 tiene sinónimo rama nasal externa del nervio etmodial anterior 38387009 tiene término preferido estructura de la rama nasal externa del nervio etmodial anterior (estructura corporal) 38387009 es una subclase de 280209005 38387009 es de tipo Estructura_corporal 38387009 tiene sinónimo estructura de la rama nasal externa del nervio etmodial anterior
372188008,372188008 tiene sinónimo parte de dedo gordo (estructura corporal) 372188008 tiene código 372188008 372188008 es de tipo Class 372188008 es una subclase de 78883009 372188008 tiene término preferido parte de dedo gordo (estructura corporal) 372188008 tiene sinónimo parte de dedo gordo 372188008 pertenece a la terminología snomed 372188008 es de tipo Estructura_corporal
265782007,265782007 tiene término preferido párpado [como un todo] (estructura corporal) 265782007 tiene sinónimo párpado [como un todo] 265782007 es de tipo Estructura_corporal 265782007 pertenece a la terminología snomed 265782007 es una subclase de 80243003 265782007 es de tipo Class 265782007 tiene sinónimo párpado [como un todo] (estructura corporal) 265782007 tiene código 265782007
367653000,367653000 tiene sinónimo porción superficial de esfínter anal externo [como un todo] (estructura corporal) 367653000 es una subclase de 63796000 367653000 tiene término preferido porción superficial de esfínter anal externo [como un todo] (estructura corporal) 367653000 es de tipo Class 367653000 tiene sinónimo porción superficial de esfínter anal externo [como un todo] 367653000 tiene sinónimo porción superficial del músculo esfínter anal externo [como un todo] (estructura corporal) 367653000 pertenece a la terminología snomed 367653000 es de tipo Estructura_corporal 367653000 tiene sinónimo porción superficial del músculo esfínter anal externo 367653000 tiene sinónimo porción superficial de esfínter anal externo 367653000 tiene código 367653000 367653000 tiene sinónimo porción superficial del músculo esfínter anal externo [como un todo] 367653000 tiene término preferido porción superficial del músculo esfínter anal externo [como un todo] (estructura corporal)
75279004,75279004 tiene sinónimo estructura del cuerpo del pene (estructura corporal) 75279004 tiene sinónimo estructura del cuerpo del pene 75279004 es de tipo Class 75279004 es una subclase de 244116006 75279004 tiene término preferido estructura del cuerpo del pene (estructura corporal) 75279004 es una subclase de 119230000 75279004 es de tipo Estructura_corporal 75279004 tiene sinónimo cuerpo del pene 75279004 pertenece a la terminología snomed 75279004 tiene código 75279004
